id,categoria,contexto,pregunta,respuesta
96,Síntomas,"La insuficiencia mitral aguda puede provocar edema pulmonar, hipotensión y soplo nuevo, especialmente tras IAM por rotura de músculo papilar o endocarditis. El ecocardiograma urgente es clave.",¿es normal que en insuficiencia mitral aguda no duela el pecho?,"Sospecha insuficiencia mitral aguda si aparece edema pulmonar brusco con soplo nuevo, sobre todo tras infarto. Requiere eco urgente y manejo hospitalario especializado."
97,Síntomas,"La endocarditis infecciosa puede manifestarse con fiebre persistente, soplo nuevo, embolias, hemocultivos positivos o lesiones valvulares. En pacientes con prótesis valvular o dispositivos, el umbral de sospecha debe ser bajo.",¿qué datos clínicos apuntan a endocarditis signos?,"Fiebre sin foco, soplo nuevo, embolias o bacteriemia persistente hacen pensar en endocarditis. Hay que tomar hemocultivos antes de antibiótico si es posible y pedir ecocardiografía."
98,Síntomas,"La emergencia hipertensiva implica presión arterial muy elevada con daño agudo de órgano diana, como edema pulmonar, encefalopatía, SCA, disección aórtica o lesión renal aguda. No se define solo por el número de presión.",¿hipertensión emergencia necesita ECG ya?,"Lo importante no es solo “cuánto marca”, sino si hay daño agudo: dolor torácico, disnea, déficit neurológico, edema pulmonar, disección o fallo renal. Si lo hay, manejo urgente intravenoso y monitorizado."
99,Síntomas,"La hipertensión crónica suele ser asintomática y se diagnostica con mediciones repetidas, MAPA o AMPA. Cefalea, mareo o epistaxis no predicen de forma fiable la presión, pero obligan a buscar daño de órgano si son intensos.",¿qué síntomas me hacen pensar en hipertensión sintomas?,"La mayoría de hipertensos no nota nada. Si hay cefalea intensa, déficit neurológico, dolor torácico o disnea, hay que descartar emergencia hipertensiva y daño de órgano."
100,Síntomas,"La hipotensión en un paciente cardiológico puede reflejar shock, arritmia, sangrado, sepsis, exceso de diuréticos o fármacos vasodilatadores. La prioridad es valorar perfusión, frecuencia, ECG y signos de congestión.","tengo un paciente con hipotensión en cardiología, ¿qué busco?","No mires solo la cifra: revisa conciencia, piel, diuresis, lactato, ECG y congestión. Si está mal perfundido, es una urgencia y hay que buscar causa reversible."
101,Síntomas,"La troponina elevada indica lesión miocárdica, pero no siempre infarto tipo 1. Se interpreta con clínica, ECG, dinámica de ascenso/descenso y causas como taquiarritmia, IC, sepsis, embolia pulmonar o insuficiencia renal.",¿cómo distingo troponina elevada de algo menos grave?,"Troponina alta no equivale automáticamente a cateterismo. Si hay clínica isquémica, cambios ECG y dinámica compatible, piensa en IAM; si no, busca lesión miocárdica por otras causas."
102,Síntomas,"Un ECG inicial normal no descarta SCA, especialmente si la clínica es sugestiva o el dolor es reciente. Las guías recomiendan repetir ECG y usar algoritmos de troponina de alta sensibilidad según disponibilidad.","dolor torácico con ECG normal, ¿qué signos de alarma miro?","Con ECG normal pero dolor compatible, no lo descartes. Repite ECG si cambia el dolor y usa troponinas seriadas; el contexto clínico manda."
103,Síntomas,"Las extrasístoles suelen percibirse como saltos, pausas o golpes en el pecho. La gravedad depende de síntomas, carga arrítmica, cardiopatía estructural y hallazgos en ECG/Holter.",¿cuando me preocupo por palpitaciones con extrasistoles?,"Muchas extrasístoles son benignas si no hay cardiopatía. Pero si hay síncope, dolor, disnea, mucha carga o cardiopatía estructural, conviene Holter y ecocardiograma."
104,Síntomas,"El QT largo puede predisponer a torsades de pointes, síncope y muerte súbita, especialmente con fármacos prolongadores del QT, hipopotasemia o antecedentes familiares. El ECG y la corrección de factores reversibles son esenciales.",sintomas de QT largo síntomas,"Síncope con QT largo no es banal. Hay que revisar fármacos, potasio y magnesio, antecedentes familiares y evitar medicación que prolongue QT."
105,Síntomas,"La miocarditis puede dar dolor torácico, disnea, palpitaciones, síncope o insuficiencia cardiaca, a menudo tras infección viral. La elevación de troponina y cambios ECG pueden simular SCA.","mi paciente dice que tiene miocarditis, puede ser cardiaco","Piensa en miocarditis si hay dolor, troponina alta, arritmias o disnea tras cuadro viral, sobre todo en jóvenes. Hay que descartar SCA cuando toca y valorar eco/RM cardiaca."
106,Síntomas,"La miocardiopatía hipertrófica puede causar disnea, dolor torácico, síncope de esfuerzo o palpitaciones. El riesgo arrítmico se evalúa con historia familiar, síncope, grosor parietal, arritmias y otros marcadores.",¿es normal que en cardiomiopatía hipertrófica no duela el pecho?,"Síncope de esfuerzo, historia familiar de muerte súbita o palpitaciones en miocardiopatía hipertrófica son señales de alarma. Requiere evaluación especializada y estratificación de riesgo."
107,Síntomas,"En pacientes jóvenes, el dolor torácico puede ser musculoesquelético, pericarditis, miocarditis, SCA por drogas o anomalías coronarias. La edad baja no excluye patología cardiaca si hay signos de alarma.",¿qué datos clínicos apuntan a dolor torácico en joven?,"En joven no todo es ansiedad. Si hay dolor opresivo, síncope, cocaína, antecedentes familiares, troponina alta o ECG anormal, se estudia como cardiológico."
108,Síntomas,"Los antiagregantes pueden producir sangrado, hematomas, dispepsia y reacciones alérgicas cutáneas. La aparición de sangrado mayor o síntomas neurológicos requiere reevaluación urgente del tratamiento.",¿clopidogrel síntomas alergia necesita ECG ya?,"Sangrados, hematomas extensos, melena o alergia cutánea pueden aparecer con antiagregantes. Si hay sangrado importante, no se suspende a ciegas: hay que valorar riesgo isquémico y hemorrágico."
109,Síntomas,"Los anticoagulantes aumentan el riesgo de sangrado digestivo, urinario, intracraneal o cutáneo. La gravedad depende de localización, estabilidad hemodinámica, hemoglobina, función renal y tiempo desde la última dosis.",¿qué síntomas me hacen pensar en sangrado con anticoagulante?,"Melena, hematemesis, hematuria importante, caída de Hb o síntomas neurológicos son alarma. Hay que valorar gravedad, última toma, función renal y necesidad de reversión o suspensión temporal."
110,Síntomas,"Los edemas en miembros inferiores pueden deberse a insuficiencia cardiaca, enfermedad venosa, fármacos, insuficiencia renal o hipoalbuminemia. La congestión sistémica se evalúa con peso, yugulares, hepatomegalia y respuesta a diuréticos.","tengo un paciente con dolor de pierna e insuficiencia cardiaca, ¿qué busco?","Edemas bilaterales con disnea, ortopnea o yugulares altas apuntan a congestión cardiaca. Si es unilateral y doloroso, piensa también en trombosis venosa."
111,Síntomas,La ortopnea y la disnea paroxística nocturna son síntomas clásicos de congestión pulmonar por insuficiencia cardiaca. Su presencia sugiere aumento de presiones de llenado y requiere ajustar diagnóstico y tratamiento.,¿cómo distingo ortopnea de algo menos grave?,"Si duerme con más almohadas o se despierta ahogado, piensa en insuficiencia cardiaca descompensada. Hay que valorar congestión, peso, función renal, BNP/NT-proBNP y eco según contexto."
112,Síntomas,"La claudicación intermitente es dolor muscular reproducible con el ejercicio y que mejora con reposo, típico de enfermedad arterial periférica. Se asocia a alto riesgo cardiovascular y exige control intensivo de factores de riesgo.","claudicación vascular, ¿qué signos de alarma miro?","Dolor en pantorrilla al caminar que cede al parar suena a claudicación. Hay que medir índice tobillo-brazo y tratar riesgo cardiovascular, no solo el dolor de la pierna."
113,Síntomas,"La fibrilación auricular es una causa frecuente de ictus cardioembólico. En pacientes con ictus o AIT se recomienda buscar FA con ECG y monitorización según el caso, porque cambia la indicación de anticoagulación.",¿cuando me preocupo por ictus y FA?,"Un ictus sin causa clara obliga a buscar FA, incluso paroxística. Si se confirma y el riesgo embólico lo justifica, la prevención suele ser anticoagulación, no antiagregación simple."
114,Síntomas,"Un soplo nuevo puede indicar valvulopatía, endocarditis, comunicación intracardiaca o complicación mecánica postinfarto. El contexto clínico y la ecocardiografía determinan urgencia y etiología.",sintomas de soplo nuevo,"Un soplo nuevo con fiebre, insuficiencia cardiaca, síncope o dolor torácico no se ignora. El eco es la prueba clave para caracterizar la lesión."
115,Síntomas,"La fatiga en insuficiencia cardiaca puede reflejar bajo gasto, congestión, anemia, enfermedad renal, arritmias o efectos de fármacos. Debe valorarse junto con clase funcional, peso, presión y frecuencia cardiaca.","mi paciente dice que tiene fatiga por IC, ¿puede ser cardiaco?","La fatiga puede ser bajo gasto o descompensación, pero también anemia, bradicardia o exceso de medicación. Mira signos de congestión, ECG, analítica y evolución funcional."
116,Síntomas,"Tras un stent, dolor torácico recurrente puede deberse a reestenosis, trombosis del stent, vasoespasmo o causas no coronarias. La trombosis del stent es una urgencia, especialmente si hay elevación del ST.",¿es normal que en dolor torácico post stent no duela el pecho?,"Dolor tipo infarto después de un stent es alarma, sobre todo si suspendió antiagregantes. ECG urgente y manejo como SCA hasta demostrar lo contrario."
117,Síntomas,La disnea de esfuerzo con soplo sistólico eyectivo puede sugerir estenosis aórtica. La severidad se confirma por ecocardiografía y los síntomas guían la indicación de intervención.,¿qué datos clínicos apuntan a disnea y soplo aórtico?,"Disnea de esfuerzo más soplo aórtico obliga a pedir eco. Si la estenosis es severa y sintomática, se valora reemplazo valvular quirúrgico o TAVI según perfil."
118,Síntomas,"La cocaína puede provocar vasoespasmo coronario, SCA, arritmias, disección aórtica e hipertensión severa. El dolor torácico tras consumo requiere ECG, troponinas y monitorización según riesgo.",dolor torácico por cocaína necesita ECG ya,"Después de cocaína, el dolor torácico puede ser vasoespasmo o infarto real. ECG y troponinas; evita trivializarlo como ansiedad."
119,Síntomas,"El flutter auricular suele causar palpitaciones regulares rápidas, disnea o fatiga, con ondas en dientes de sierra en ECG. Comparte indicaciones de anticoagulación según riesgo tromboembólico similares a FA.",¿qué síntomas me hacen pensar en flutter auricular?,"Flutter puede sentirse como taquicardia regular. Hay que confirmar en ECG, controlar frecuencia o ritmo y valorar anticoagulación según riesgo embólico."
120,Síntomas,"El bloqueo auriculoventricular avanzado puede producir síncope, presíncope, fatiga o insuficiencia cardiaca. Si es persistente y no reversible, puede requerir marcapasos.","tengo un paciente con bloqueo av, ¿que busco?","Bloqueo AV con síncope o bajo gasto es serio. Revisa causas reversibles, pero si es avanzado y persistente, suele necesitar marcapasos."
121,Síntomas,"En el síndrome coronario agudo, el dolor típico suele ser opresivo, retroesternal, prolongado y puede irradiar a brazo izquierdo, mandíbula, espalda o epigastrio. La guía ESC recomienda ECG de 12 derivaciones precoz y troponinas seriadas si no hay elevación persistente del ST.","infarto con dolor torácico, ¿qué signos de alarma miro?","Los síntomas que orientan a IAM son dolor torácico opresivo persistente, irradiación, sudoración, náuseas, disnea o síncope. No hay que esperar a que el cuadro sea “clásico”: ECG urgente y troponinas seriadas si se sospecha SCA."
122,Síntomas,"En ancianos, mujeres, diabéticos y pacientes con insuficiencia renal, el SCA puede presentarse con disnea, fatiga, síncope, epigastralgia o malestar inespecífico. La ausencia de dolor torácico no descarta isquemia miocárdica.",¿cuando me preocupo por equivalentes anginosos?,"Disnea brusca, cansancio extremo, náuseas, epigastralgia o síncope pueden ser equivalentes anginosos. En pacientes de riesgo, se debe hacer ECG y troponinas aunque no haya dolor típico."
123,Síntomas,"El dolor torácico pleurítico, que aumenta con la inspiración o la tos, orienta más a pericarditis, embolia pulmonar o patología pleuropulmonar que a angina típica. La evaluación debe integrar ECG, constantes, exploración y probabilidad clínica.",sintomas de dolor pleurítico,"El dolor pleurítico no es el patrón típico de infarto, pero no excluye patología grave. Hay que valorar pericarditis, embolia pulmonar, neumotórax y, si hay factores de riesgo, descartar SCA con ECG y biomarcadores."
124,Síntomas,"La pericarditis aguda suele causar dolor torácico punzante que mejora al sentarse e inclinarse hacia delante, puede asociar roce pericárdico y elevación difusa del ST con descenso del PR. La presencia de derrame o inestabilidad cambia el manejo.","mi paciente dice que tiene pericarditis aguda, ¿puede ser cardiaco?","Sugiere pericarditis si el dolor es posicional, pleurítico y mejora al inclinarse hacia delante. Conviene hacer ECG, ecocardiograma y marcadores inflamatorios; si hay derrame importante o compromiso hemodinámico, ingreso."
125,Síntomas,"La disección aórtica suele producir dolor torácico o dorsal súbito, muy intenso, desgarrador, con posible asimetría de pulsos, déficit neurológico o insuficiencia aórtica aguda. Requiere sospecha clínica alta e imagen urgente.",¿es normal que en disección aórtica no duela el pecho?,"Piensa en disección si el dolor es brusco, máximo desde el inicio, con irradiación a espalda, síncope, déficit neurológico o diferencia de pulsos. No es un cuadro para “observar”: necesita imagen urgente y control hemodinámico."
126,Síntomas,"La embolia pulmonar puede presentarse con disnea súbita, dolor pleurítico, taquicardia, síncope o hipoxemia. La estratificación combina probabilidad clínica, dímero D cuando procede, imagen y valoración del ventrículo derecho.",¿qué datos clínicos apuntan a embolia pulmonar?,"Sospecha embolia si hay disnea brusca, dolor pleurítico, taquicardia, hipoxemia o síncope, sobre todo con factores de riesgo trombótico. La gravedad la marcan la hipotensión, el VD y los biomarcadores."
127,Síntomas,"La insuficiencia cardiaca aguda se manifiesta por disnea, ortopnea, crepitantes, edemas, ingurgitación yugular o hipoperfusión. La guía ESC recomienda valorar congestión, perfusión, desencadenantes y necesidad de oxígeno, diuréticos o soporte.",¿insuficiencia cardiaca aguda necesita ECG ya?,"Los datos clave son disnea, ortopnea, crepitantes, edemas, yugulares altas y mala perfusión. Si hay hipoxemia, edema agudo de pulmón, hipotensión o confusión, es una urgencia."
128,Síntomas,"El edema agudo de pulmón se caracteriza por disnea intensa, ortopnea, estertores difusos, hipoxemia y a veces expectoración espumosa. Suele requerir tratamiento urgente de congestión y soporte ventilatorio si hay insuficiencia respiratoria.",¿qué síntomas me hacen pensar en edema agudo de pulmón?,"Si el paciente está ahogado, con crepitantes difusos y saturación baja, piensa en edema agudo de pulmón. Hay que sentarlo, monitorizar, tratar congestión y valorar ventilación no invasiva si hay trabajo respiratorio."
129,Síntomas,"El shock cardiogénico combina hipotensión persistente, signos de hipoperfusión y causa cardiaca como IAM extenso, arritmia o fallo ventricular. Es una situación tiempo-dependiente que requiere monitorización, vasopresores/inotrópicos y tratar la causa.","tengo un paciente con shock cardiogénico, ¿qué busco?","Los signos son hipotensión, piel fría, oliguria, confusión, lactato alto y congestión o bajo gasto. En un IAM con shock hay que activar manejo invasivo urgente y soporte hemodinámico."
130,Síntomas,"La fibrilación auricular puede causar palpitaciones irregulares, disnea, fatiga, mareo, dolor torácico o descompensación de insuficiencia cardiaca. También puede ser asintomática y descubrirse en ECG o monitorización.",¿cómo distingo fibrilacion auricular síntomas de algo menos grave?,"La FA puede dar palpitaciones “desordenadas”, falta de aire, cansancio, mareo o empeorar una IC. La confirmación necesita ECG con ritmo irregular sin ondas P organizadas."
131,Síntomas,"Las taquicardias supraventriculares suelen producir palpitaciones bruscas de inicio y fin súbitos, a veces con mareo, disnea o dolor torácico. La tolerancia hemodinámica determina si se maneja con maniobras, fármacos o cardioversión.","taquicardia supraventricular, qué signos de alarma miro","Inicio y final bruscos, palpitación rápida y regular sugieren TSV. Si está estable se puede intentar maniobras vagales y ECG; si hay hipotensión, dolor isquémico o edema pulmonar, cardioversión."
132,Síntomas,"La bradicardia clínicamente relevante puede provocar síncope, presíncope, fatiga, disnea o signos de bajo gasto. Deben buscarse causas reversibles como fármacos, isquemia, alteraciones electrolíticas o trastornos de conducción.",¿cuando me preocupo por bradicardia sintomática?,"Preocupa si hay síncope, mareo intenso, hipotensión, confusión o insuficiencia cardiaca. Hay que revisar fármacos frenadores, potasio, isquemia y valorar marcapasos si no hay causa reversible."
133,Síntomas,"El síncope de posible origen cardiaco se sospecha si ocurre durante esfuerzo, en decúbito, con palpitaciones, dolor torácico, antecedente de cardiopatía o ECG anormal. Estos datos aumentan el riesgo y pueden requerir ingreso.",sintomas de síncope cardiaco,"Es de alarma si aparece con ejercicio, tumbado, con palpitaciones o dolor torácico, o si el ECG es anormal. En esos casos no basta con decir “vasovagal”: hay que estudiar causa cardiaca."
134,Síntomas,"El síncope reflejo suele tener pródromos como náuseas, calor, sudor frío, visión borrosa y desencadenantes como dolor, bipedestación prolongada o emociones. El ECG y la historia ayudan a excluir causas de alto riesgo.","mi paciente dice que tiene síncope vasovagal, ¿puede ser cardiaco?","Vasovagal suena más probable si hubo pródromos claros y desencadenante típico. Aun así, si hay cardiopatía, ECG anormal, síncope de esfuerzo o traumatismo importante, se maneja como alto riesgo."
135,Síntomas,"La estenosis aórtica severa se vuelve especialmente relevante cuando causa disnea, angina, síncope o insuficiencia cardiaca. La ecocardiografía confirma severidad, gradientes, área valvular y función ventricular.",¿es normal que en estenosis aórtica síntomas no duela el pecho?,"La tríada clásica es disnea, angina y síncope, sobre todo con esfuerzo. Si una estenosis aórtica severa ya da síntomas, hay que derivar para valoración valvular, no solo ajustar medicación."
136,Síntomas,"La insuficiencia mitral aguda puede provocar edema pulmonar, hipotensión y soplo nuevo, especialmente tras IAM por rotura de músculo papilar o endocarditis. El ecocardiograma urgente es clave.",¿qué datos clínicos apuntan a insuficiencia mitral aguda?,"Sospecha insuficiencia mitral aguda si aparece edema pulmonar brusco con soplo nuevo, sobre todo tras infarto. Requiere eco urgente y manejo hospitalario especializado."
137,Síntomas,"La endocarditis infecciosa puede manifestarse con fiebre persistente, soplo nuevo, embolias, hemocultivos positivos o lesiones valvulares. En pacientes con prótesis valvular o dispositivos, el umbral de sospecha debe ser bajo.",¿endocarditis signos necesita ecg ya?,"Fiebre sin foco, soplo nuevo, embolias o bacteriemia persistente hacen pensar en endocarditis. Hay que tomar hemocultivos antes de antibiótico si es posible y pedir ecocardiografía."
138,Síntomas,"La emergencia hipertensiva implica presión arterial muy elevada con daño agudo de órgano diana, como edema pulmonar, encefalopatía, SCA, disección aórtica o lesión renal aguda. No se define solo por el número de presión.",¿qué síntomas me hacen pensar en hipertensión emergencia?,"Lo importante no es solo “cuánto marca”, sino si hay daño agudo: dolor torácico, disnea, déficit neurológico, edema pulmonar, disección o fallo renal. Si lo hay, manejo urgente intravenoso y monitorizado."
139,Síntomas,"La hipertensión crónica suele ser asintomática y se diagnostica con mediciones repetidas, MAPA o AMPA. Cefalea, mareo o epistaxis no predicen de forma fiable la presión, pero obligan a buscar daño de órgano si son intensos.","tengo un paciente con hipertensión sintomas, ¿qué busco?","La mayoría de hipertensos no nota nada. Si hay cefalea intensa, déficit neurológico, dolor torácico o disnea, hay que descartar emergencia hipertensiva y daño de órgano."
140,Síntomas,"La hipotensión en un paciente cardiológico puede reflejar shock, arritmia, sangrado, sepsis, exceso de diuréticos o fármacos vasodilatadores. La prioridad es valorar perfusión, frecuencia, ECG y signos de congestión.",¿cómo distingo hipotensión en cardiología de algo menos grave?,"No mires solo la cifra: revisa conciencia, piel, diuresis, lactato, ECG y congestión. Si está mal perfundido, es una urgencia y hay que buscar causa reversible."
141,Síntomas,"La troponina elevada indica lesión miocárdica, pero no siempre infarto tipo 1. Se interpreta con clínica, ECG, dinámica de ascenso/descenso y causas como taquiarritmia, IC, sepsis, embolia pulmonar o insuficiencia renal.","troponina elevada, ¿qué signos de alarma miro?","Troponina alta no equivale automáticamente a cateterismo. Si hay clínica isquémica, cambios ECG y dinámica compatible, piensa en IAM; si no, busca lesión miocárdica por otras causas."
142,Síntomas,"Un ECG inicial normal no descarta SCA, especialmente si la clínica es sugestiva o el dolor es reciente. Las guías recomiendan repetir ECG y usar algoritmos de troponina de alta sensibilidad según disponibilidad.",¿cuando me preocupo por dolor torácico con ECG normal?,"Con ECG normal pero dolor compatible, no lo descartes. Repite ECG si cambia el dolor y usa troponinas seriadas; el contexto clínico manda."
143,Síntomas,"Las extrasístoles suelen percibirse como saltos, pausas o golpes en el pecho. La gravedad depende de síntomas, carga arrítmica, cardiopatía estructural y hallazgos en ECG/Holter.",sintomas de palpitaciones con extrasístoles,"Muchas extrasístoles son benignas si no hay cardiopatía. Pero si hay síncope, dolor, disnea, mucha carga o cardiopatía estructural, conviene Holter y ecocardiograma."
144,Síntomas,"El QT largo puede predisponer a torsades de pointes, síncope y muerte súbita, especialmente con fármacos prolongadores del QT, hipopotasemia o antecedentes familiares. El ECG y la corrección de factores reversibles son esenciales.","mi paciente dice que tiene QT largo síntomas, puede ser cardiaco","Síncope con QT largo no es banal. Hay que revisar fármacos, potasio y magnesio, antecedentes familiares y evitar medicación que prolongue QT."
145,Síntomas,"La miocarditis puede dar dolor torácico, disnea, palpitaciones, síncope o insuficiencia cardiaca, a menudo tras infección viral. La elevación de troponina y cambios ECG pueden simular SCA.",¿es normal que en miocarditis no duela el pecho?,"Piensa en miocarditis si hay dolor, troponina alta, arritmias o disnea tras cuadro viral, sobre todo en jóvenes. Hay que descartar SCA cuando toca y valorar eco/RM cardiaca."
146,Síntomas,"La miocardiopatía hipertrófica puede causar disnea, dolor torácico, síncope de esfuerzo o palpitaciones. El riesgo arrítmico se evalúa con historia familiar, síncope, grosor parietal, arritmias y otros marcadores.",¿qué datos clínicos apuntan a cardiomiopatía hipertrófica?,"Síncope de esfuerzo, historia familiar de muerte súbita o palpitaciones en miocardiopatía hipertrófica son señales de alarma. Requiere evaluación especializada y estratificación de riesgo."
147,Síntomas,"En pacientes jóvenes, el dolor torácico puede ser musculoesquelético, pericarditis, miocarditis, SCA por drogas o anomalías coronarias. La edad baja no excluye patología cardiaca si hay signos de alarma.",¿dolor torácico en joven necesita ECG ya?,"En joven no todo es ansiedad. Si hay dolor opresivo, síncope, cocaína, antecedentes familiares, troponina alta o ECG anormal, se estudia como cardiológico."
148,Síntomas,"Los antiagregantes pueden producir sangrado, hematomas, dispepsia y reacciones alérgicas cutáneas. La aparición de sangrado mayor o síntomas neurológicos requiere reevaluación urgente del tratamiento.",¿qué síntomas me hacen pensar en clopidogrel síntomas alergia?,"Sangrados, hematomas extensos, melena o alergia cutánea pueden aparecer con antiagregantes. Si hay sangrado importante, no se suspende a ciegas: hay que valorar riesgo isquémico y hemorrágico."
149,Síntomas,"Los anticoagulantes aumentan el riesgo de sangrado digestivo, urinario, intracraneal o cutáneo. La gravedad depende de localización, estabilidad hemodinámica, hemoglobina, función renal y tiempo desde la última dosis.","tengo un paciente con sangrado con anticoagulante, ¿qué busco?","Melena, hematemesis, hematuria importante, caída de Hb o síntomas neurológicos son alarma. Hay que valorar gravedad, última toma, función renal y necesidad de reversión o suspensión temporal."
150,Síntomas,"Los edemas en miembros inferiores pueden deberse a insuficiencia cardiaca, enfermedad venosa, fármacos, insuficiencia renal o hipoalbuminemia. La congestión sistémica se evalúa con peso, yugulares, hepatomegalia y respuesta a diuréticos.",¿cómo distingo dolor de pierna e insuficiencia cardiaca de algo menos grave?,"Edemas bilaterales con disnea, ortopnea o yugulares altas apuntan a congestión cardiaca. Si es unilateral y doloroso, piensa también en trombosis venosa."
151,Síntomas,La ortopnea y la disnea paroxística nocturna son síntomas clásicos de congestión pulmonar por insuficiencia cardiaca. Su presencia sugiere aumento de presiones de llenado y requiere ajustar diagnóstico y tratamiento.,"ortopnea, ¿qué signos de alarma miro?","Si duerme con más almohadas o se despierta ahogado, piensa en insuficiencia cardiaca descompensada. Hay que valorar congestión, peso, función renal, BNP/NT-proBNP y eco según contexto."
152,Síntomas,"La claudicación intermitente es dolor muscular reproducible con el ejercicio y que mejora con reposo, típico de enfermedad arterial periférica. Se asocia a alto riesgo cardiovascular y exige control intensivo de factores de riesgo.",¿cuando me preocupo por claudicación vascular?,"Dolor en pantorrilla al caminar que cede al parar suena a claudicación. Hay que medir índice tobillo-brazo y tratar riesgo cardiovascular, no solo el dolor de la pierna."
153,Síntomas,"La fibrilación auricular es una causa frecuente de ictus cardioembólico. En pacientes con ictus o AIT se recomienda buscar FA con ECG y monitorización según el caso, porque cambia la indicación de anticoagulación.",sintomas de ictus y FA,"Un ictus sin causa clara obliga a buscar FA, incluso paroxística. Si se confirma y el riesgo embólico lo justifica, la prevención suele ser anticoagulación, no antiagregación simple."
154,Síntomas,"Un soplo nuevo puede indicar valvulopatía, endocarditis, comunicación intracardiaca o complicación mecánica postinfarto. El contexto clínico y la ecocardiografía determinan urgencia y etiología.","mi paciente dice que tiene soplo nuevo, ¿puede ser cardiaco?","Un soplo nuevo con fiebre, insuficiencia cardiaca, síncope o dolor torácico no se ignora. El eco es la prueba clave para caracterizar la lesión."
155,Síntomas,"La fatiga en insuficiencia cardiaca puede reflejar bajo gasto, congestión, anemia, enfermedad renal, arritmias o efectos de fármacos. Debe valorarse junto con clase funcional, peso, presión y frecuencia cardiaca.",¿es normal que en fatiga por IC no duela el pecho?,"La fatiga puede ser bajo gasto o descompensación, pero también anemia, bradicardia o exceso de medicación. Mira signos de congestión, ECG, analítica y evolución funcional."
156,Síntomas,"Tras un stent, dolor torácico recurrente puede deberse a reestenosis, trombosis del stent, vasoespasmo o causas no coronarias. La trombosis del stent es una urgencia, especialmente si hay elevación del ST.",¿qué datos clínicos apuntan a dolor torácico post stent?,"Dolor tipo infarto después de un stent es alarma, sobre todo si suspendió antiagregantes. ECG urgente y manejo como SCA hasta demostrar lo contrario."
157,Síntomas,La disnea de esfuerzo con soplo sistólico eyectivo puede sugerir estenosis aórtica. La severidad se confirma por ecocardiografía y los síntomas guían la indicación de intervención.,disnea y soplo aórtico necesita ECG ya,"Disnea de esfuerzo más soplo aórtico obliga a pedir eco. Si la estenosis es severa y sintomática, se valora reemplazo valvular quirúrgico o TAVI según perfil."
158,Síntomas,"La cocaína puede provocar vasoespasmo coronario, SCA, arritmias, disección aórtica e hipertensión severa. El dolor torácico tras consumo requiere ECG, troponinas y monitorización según riesgo.",¿qué síntomas me hacen pensar en dolor torácico por cocaína?,"Después de cocaína, el dolor torácico puede ser vasoespasmo o infarto real. ECG y troponinas; evita trivializarlo como ansiedad."
159,Síntomas,"El flutter auricular suele causar palpitaciones regulares rápidas, disnea o fatiga, con ondas en dientes de sierra en ECG. Comparte indicaciones de anticoagulación según riesgo tromboembólico similares a FA.","tengo un paciente con flutter auricular, ¿qué busco?","Flutter puede sentirse como taquicardia regular. Hay que confirmar en ECG, controlar frecuencia o ritmo y valorar anticoagulación según riesgo embólico."
160,Síntomas,"El bloqueo auriculoventricular avanzado puede producir síncope, presíncope, fatiga o insuficiencia cardiaca. Si es persistente y no reversible, puede requerir marcapasos.",¿cómo distingo bloqueo AV de algo menos grave?,"Bloqueo AV con síncope o bajo gasto es serio. Revisa causas reversibles, pero si es avanzado y persistente, suele necesitar marcapasos."
161,Síntomas,"En el síndrome coronario agudo, el dolor típico suele ser opresivo, retroesternal, prolongado y puede irradiar a brazo izquierdo, mandíbula, espalda o epigastrio. La guía ESC recomienda ECG de 12 derivaciones precoz y troponinas seriadas si no hay elevación persistente del ST.",¿cuando me preocupo por infarto con dolor torácico?,"Los síntomas que orientan a IAM son dolor torácico opresivo persistente, irradiación, sudoración, náuseas, disnea o síncope. No hay que esperar a que el cuadro sea “clásico”: ECG urgente y troponinas seriadas si se sospecha SCA."
162,Síntomas,"En ancianos, mujeres, diabéticos y pacientes con insuficiencia renal, el SCA puede presentarse con disnea, fatiga, síncope, epigastralgia o malestar inespecífico. La ausencia de dolor torácico no descarta isquemia miocárdica.",sintomas de equivalentes anginosos,"Disnea brusca, cansancio extremo, náuseas, epigastralgia o síncope pueden ser equivalentes anginosos. En pacientes de riesgo, se debe hacer ECG y troponinas aunque no haya dolor típico."
163,Síntomas,"El dolor torácico pleurítico, que aumenta con la inspiración o la tos, orienta más a pericarditis, embolia pulmonar o patología pleuropulmonar que a angina típica. La evaluación debe integrar ECG, constantes, exploración y probabilidad clínica.","mi paciente dice que tiene dolor pleurítico, ¿puede ser cardiaco?","El dolor pleurítico no es el patrón típico de infarto, pero no excluye patología grave. Hay que valorar pericarditis, embolia pulmonar, neumotórax y, si hay factores de riesgo, descartar SCA con ECG y biomarcadores."
164,Síntomas,"La pericarditis aguda suele causar dolor torácico punzante que mejora al sentarse e inclinarse hacia delante, puede asociar roce pericárdico y elevación difusa del ST con descenso del PR. La presencia de derrame o inestabilidad cambia el manejo.",¿es normal que en pericarditis aguda no duela el pecho?,"Sugiere pericarditis si el dolor es posicional, pleurítico y mejora al inclinarse hacia delante. Conviene hacer ECG, ecocardiograma y marcadores inflamatorios; si hay derrame importante o compromiso hemodinámico, ingreso."
